"ScPath","ScStem","ScRole","UsedRole","Exact","Maps","Cc0","RemapR","RemapG","RemapB","Clamped","WantLuma","GotLuma"
"/env/geothermal/layers/geo_rock002_albedo.dds","geo_rock002","rock","rock","True","3","cc0_rock020","0.1426","0.1485","0.1307","False","11.2","11.2"
"/env/lava/layers/lav_rock05_albedo.dds","lav_rock05","rock","rock","True","1","cc0_rock058","0.1639","0.1269","0.1306","False","11.4","11.5"
"/env/red barrens/layers/rb_rock06_albedo.dds","rb_rock06","rock","rock","True","17","cc0_rock029","0.1761","0.0993","0.078","False","11.8","11.8"
"/maps/mystic_land.v0008/env/layers/sw_rocky_01_albedo44.dds","sw_rocky_01_albedo44","rock","rock","True","1","cc0_rock058","0.0385","0.1841","0.148","False","11.5","11.5"
"/maps/mystic_land.v0011/env/layers/sw_rocky_01_albedo44.dds","sw_rocky_01_albedo44","rock","rock","True","1","cc0_rock058","0.0385","0.1841","0.148","False","11.5","11.5"
"/env/lava/layers/lav_macrotexture000_albedo.dds","lav_macrotexture000","rock","rock","True","4","cc0_rock058","0.1753","0.1331","0.1345","False","12.1","12.1"
"/env/red barrens/layers/rb_rock07_albedo.dds","rb_rock07","rock","rock","True","12","cc0_rock029","0.1797","0.1064","0.0955","False","12.4","12.4"
"/env/red barrens/layers/rb_rock09_albedo.dds","rb_rock09","rock","rock","True","4","cc0_rock029","0.1713","0.1119","0.1051","False","12.4","12.4"
"/env/evergreen2/layers/evrock002_albedo.dds","evrock002","rock","rock","True","8","cc0_rock030","0.1434","0.1771","0.1551","False","12.5","12.5"
"/env/lava/layers/lav_macrotexture000b_albedo.dds","lav_macrotexture000b","rock","rock","True","4","cc0_rock058","0.1729","0.1427","0.1402","False","12.5","12.5"
"/env/evergreen2/layers/evrock002b_albedo.dds","evrock002b","rock","rock","True","2","cc0_rock030","0.1434","0.1771","0.1551","False","12.5","12.5"
"/env/tropical/layers/trrock002_albedo.dds","trrock002","rock","rock","True","4","cc0_rock020","0.1389","0.1831","0.1545","False","12.9","12.9"
"/env/tundra/layers/tund_rock_albedo.dds","tund_rock","rock","rock","True","7","cc0_rock058","0.1724","0.1563","0.1423","False","13.2","13.2"
"/env/tropical/layers/trrock006_albedo.dds","trrock006","rock","rock","True","17","cc0_rock020","0.1916","0.175","0.1394","False","13.6","13.6"
"/env/red barrens/layers/macrotexture001_albedo.dds","macrotexture001","rock","rock","True","16","cc0_rock058","0.1833","0.1551","0.1961","False","14","14"
"/env/swamp/layers/sw_rocky_03_albedo.dds","sw_rocky_03","rock","rock","True","6","cc0_rock051","0.1137","0.1339","0.0982","False","14.1","14.1"
"/env/tropical/layers/trrock007_albedo.dds","trrock007","rock","rock","True","7","cc0_rock020","0.1888","0.1921","0.1673","False","14.6","14.6"
"/env/evergreen/layers/rockmed_albedo.dds","rockmed","rock","rock","True","15","cc0_rock020","0.2048","0.2028","0.1875","False","15.6","15.6"
"/maps/mentor.v0007/env/layers/mentor7.dds","mentor7","rock","rock","True","1","cc0_rock051","0.1398","0.1394","0.1253","False","15.6","15.6"
"/env/common/layers/wetrock002_albedo.dds","wetrock002","rock","rock","True","2","cc0_rock058","0.2166","0.1874","0.1388","False","15.8","15.8"
"/maps/bluelands.v0002/env/layers/macrotexture000_albedo_blue tint.dds","macrotexture000_albedo_blue tint","rock","rock","True","1","cc0_rock058","0.1814","0.1949","0.2032","False","16","16"
"/env/evergreen2/layers/evrock006b_albedo.dds","evrock006b","rock","rock","True","6","cc0_rock020","0.2095","0.2127","0.1866","False","16.1","16.1"
"/env/lava/layers/macrotexture000_albedo.dds","macrotexture000","rock","rock","True","5","cc0_rock058","0.2175","0.1899","0.1621","False","16.1","16.1"
"/env/geothermal/layers/geo_ashley_01_albedo.dds","geo_ashley_01","rock","rock","True","8","cc0_rock058","0.1686","0.2011","0.2177","False","16.1","16.1"
"/env/red barrens/layers/rb_rock08_albedo.dds","rb_rock08","rock","rock","True","7","cc0_rock029","0.2332","0.154","0.1321","False","16.9","16.9"
"/env/lava/layers/macrotexture002b_albedo.dds","macrotexture002b","rock","rock","True","1","cc0_rock058","0.2247","0.1953","0.1915","False","16.9","16.9"
"/env/tropical/layers/trrock003_albedo.dds","trrock003","rock","rock","True","1","cc0_rock020","0.2038","0.2271","0.2292","False","17","17"
"/maps/rusting_iron_roundel.v0003/env/layers/stone_wall_006_color.dds","stone_wall_006_color","rock","rock","True","1","cc0_rock058","0.2475","0.197","0.1614","False","17.2","17.2"
"/maps/rusting_iron_roundel.v0003/env/layers/rockmed_albedo.dds","rockmed","rock","rock","True","1","cc0_rock020","0.2476","0.2217","0.2233","False","17.7","17.7"
"/env/evergreen2/layers/evrock003_albedo.dds","evrock003","rock","rock","True","4","cc0_rock058","0.2218","0.2347","0.1441","False","18.3","18.3"
"/env/red barrens/layers/rb_rock04_albedo.dds","rb_rock04","rock","rock","True","1","cc0_rock029","0.2537","0.1767","0.2011","False","19.1","19.1"
"/env/swamp/layers/sw_rocky_01_albedo.dds","sw_rocky_01","rock","rock","True","1","cc0_rock051","0.1171","0.198","0.1385","False","18.9","18.9"
"/env/evergreen2/layers/evrock007c_albedo.dds","evrock007c","rock","rock","True","5","cc0_rock030","0.3028","0.2553","0.228","False","20.4","20.4"
"/maps/bluelands.v0002/env/layers/evrock006_lighter_albedo_blue tint.dds","evrock006_lighter_albedo_blue tint","rock","rock","True","1","cc0_rock058","0.2351","0.2401","0.3405","False","20.9","20.9"
"/maps/adaptive_fangtooth_islands.v0004/env/layers/fang_rockage.dds","fang_rockage","rock","rock","True","1","cc0_rock058","0.2589","0.2534","0.268","False","21.3","21.3"
"/env/evergreen2/layers/evrock004_albedo.dds","evrock004","rock","rock","True","9","cc0_rock051","0.1924","0.1817","0.2377","False","21.6","21.6"
"/env/evergreen2/layers/evrock006c_albedo.dds","evrock006c","rock","rock","True","12","cc0_rock051","0.2189","0.1845","0.1745","False","22","22"
"/env/evergreen2/layers/evrock006_albedo.dds","evrock006","rock","rock","True","32","cc0_rock051","0.1984","0.1906","0.2003","False","22","22"
"/env/tundra/layers/tund_rock02_albedo.dds","tund_rock02","rock","rock","True","1","cc0_rock020","0.3032","0.2813","0.2801","False","22.2","22.2"
"/maps/mystic_land.v0008/env/layers/rb_rock_albedo234.dds","rb_rock_albedo234","rock","rock","True","1","cc0_rock058","0.1221","0.3239","0.3115","False","22.1","22.1"
"/maps/mystic_land.v0011/env/layers/rb_rock_albedo234.dds","rb_rock_albedo234","rock","rock","True","1","cc0_rock058","0.1221","0.3239","0.3115","False","22.1","22.1"
"/maps/gateway_and_rose.v0002/env/layers/sak_grayrock1.dds","sak_grayrock1","rock","rock","True","1","cc0_rock051","0.2044","0.1952","0.198","False","22.5","22.5"
"/env/evergreen2/layers/evrock007_albedo.dds","evrock007","rock","rock","True","13","cc0_rock051","0.2031","0.1961","0.2076","False","22.6","22.6"
"/env/evergreen2/layers/evrock005_albedo.dds","evrock005","rock","rock","True","1","cc0_rock051","0.2022","0.1931","0.238","False","22.7","22.7"
"/env/desert/layers/des_rock06_albedo.dds","des_rock06","rock","rock","True","10","cc0_rock030","0.3554","0.2969","0.2242","False","23.4","23.4"
"/env/evergreen/layers/rocklight_albedo.dds","rocklight","rock","rock","True","10","cc0_rock051","0.2377","0.2014","0.1716","False","23.7","23.7"
"/env/paradise/layers/rock001_albedo.dds","rock001","rock","rock","True","3","cc0_rock051","0.2377","0.2014","0.1716","False","23.7","23.7"
"/env/red barrens/layers/rb_rock02_albedo.dds","rb_rock02","rock","rock","True","3","cc0_rock029","0.3229","0.2322","0.2191","False","24.5","24.5"
"/maps/adaptive_dust_survival.v0003/env/layers/rockdust3c.dds","rockdust3c","rock","rock","True","1","cc0_rock058","0.2992","0.2986","0.2336","False","24.2","24.2"
"/env/desert/layers/des_rock05_albedo.dds","des_rock05","rock","rock","True","22","cc0_rock020","0.3775","0.3119","0.2402","False","25.1","25.1"
"/maps/forbidden_isles.v0004/env/layers/evrock006_lighter_orange_tint_albedo.dds","evrock006_lighter_orange_tint","rock","rock","True","1","cc0_rock029","0.3005","0.2768","0.1855","False","25.7","25.7"
"/maps/tiger_isle.v0006/env/layers/evrock006_lighter_orange_tint_albedo.dds","evrock006_lighter_orange_tint","rock","rock","True","1","cc0_rock029","0.3005","0.2768","0.1855","False","25.7","25.7"
"/maps/adaptive_crateria.v0011/env/layers/rock_ore_001_color.dds","rock_ore_001_color","rock","rock","True","1","cc0_rock020","0.3479","0.3289","0.292","False","25.6","25.6"
"/env/evergreen2/layers/evrock008_albedo.dds","evrock008","rock","rock","True","28","cc0_rock030","0.3503","0.3386","0.3406","False","26.1","26.1"
"/env/common/layers/wetrock001_albedo.dds","wetrock001","rock","rock","True","2","cc0_rock051","0.2428","0.2335","0.2182","False","26.6","26.6"
"/maps/autumn.v0001/env/layers/rock_a_albedo.dds","rock_a","rock","rock","True","1","cc0_rock058","0.3624","0.3168","0.2414","False","26.6","26.6"
"/env/red barrens/layers/rb_rock03_albedo.dds","rb_rock03","rock","rock","True","1","cc0_rock029","0.341","0.2579","0.3044","False","26.9","26.9"
"/maps/amoor.v0003/env/layers/stone_wall10.dds","stone_wall10","rock","rock","True","1","cc0_rock029","0.2746","0.3206","0.263","False","27.3","27.3"
"/env/geothermal/layers/geo_rock001_albedo.dds","geo_rock001","rock","rock","True","10","cc0_rock051","0.2305","0.2458","0.3104","False","28","28"
"/maps/forbidden_isles.v0004/env/layers/red_granite.dds","red_granite","rock","rock","True","1","cc0_rock029","0.3555","0.2915","0.2371","False","28.7","28.7"
"/env/evergreen2/layers/ev_reef_coral_albedo.dds","ev_reef_coral","rock","rock","True","2","cc0_rock020","0.3573","0.3841","0.3214","False","28.5","28.5"
"/env/desert/layers/des_rock_albedo.dds","des_rock","rock","rock","True","6","cc0_rock029","0.3319","0.3163","0.317","False","29.5","29.5"
"/maps/gateway_and_rose.v0002/env/layers/sak_rock1.dds","sak_rock1","rock","rock","True","1","cc0_rock020","0.4218","0.3563","0.3979","False","29.4","29.4"
"/env/common/layers/deep_albedo.dds","deep","rock","rock","True","1","cc0_rock058","0.3505","0.3359","0.4467","False","29.4","29.4"
"/env/desert/layers/des_rock01_albedo.dds","des_rock01","rock","rock","True","33","cc0_rock020","0.4698","0.3872","0.2934","False","31.1","31.1"
"/maps/adaptive_dust_survival.v0003/env/layers/darkerrock.dds","darkerrock","rock","rock","True","1","cc0_rock029","0.4198","0.3323","0.3602","False","33.8","33.8"
"/maps/adaptive_alpine_valley.v0003/env/layers/boulderfield.dds","boulderfield","rock","rock","True","1","cc0_rock030","0.4838","0.4493","0.4106","False","34.8","34.8"
"/env/desert/layers/des_rock03_albedo.dds","des_rock03","rock","rock","True","5","cc0_rock051","0.3624","0.2991","0.2605","False","35.7","35.7"
"/env/tundra/layers/tund_rock03_albedo.dds","tund_rock03","rock","rock","True","10","cc0_rock051","0.3218","0.3304","0.3742","False","37.6","37.6"
"/maps/amoor.v0003/env/layers/masonry_3_x.dds","masonry_3_x","rock","rock","True","1","cc0_rock051","0.3886","0.335","0.2648","False","39","39"
"/env/desert/layers/des_rock02_albedo.dds","des_rock02","rock","rock","True","8","cc0_rock029","0.4467","0.4346","0.3728","False","39.9","39.9"
"/env/desert/layers/des_rock04_albedo.dds","des_rock04","rock","rock","True","2","cc0_rock051","0.4138","0.3384","0.2919","False","40.4","40.4"
"/env/tropical/layers/tr_reef_coral2_albedo.dds","tr_reef_coral2","rock","rock","True","5","cc0_rock020","0.4566","0.5815","0.5075","False","41.4","41.4"
"/env/tropical/layers/tr_reef_coral_albedo.dds","tr_reef_coral","rock","rock","True","4","cc0_rock020","0.4566","0.5815","0.5075","False","41.4","41.4"
"/env/tropical/layers/tr_coral_albedo.dds","tr_coral","rock","rock","True","4","cc0_rock058","0.2931","0.615","0.5356","False","42.8","42.8"
"/maps/forbidden_isles.v0004/env/layers/cardboard_darker.dds","cardboard_darker","rock","rock","True","1","cc0_rock030","0.6634","0.5554","0.4999","False","44.5","44.5"
"/maps/adaptive_dust_survival.v0003/env/layers/rockcolour.dds","rockcolour","rock","rock","True","1","cc0_rock030","0.7052","0.5399","0.5092","False","44.8","44.8"
"/maps/adaptive_archsimkats_valley.v0003/env/layers/rock-grey.dds","rock-grey","rock","rock","True","1","cc0_rock051","0.4235","0.3926","0.3888","False","45.5","45.5"
"/maps/archsimkats_valley.v0004/env/layers/rock-grey.dds","rock-grey","rock","rock","True","1","cc0_rock051","0.4235","0.3926","0.3888","False","45.5","45.5"
"/env/red barrens/layers/rb_sandwet_albedo.dds","rb_sandwet","sand","sand","True","2","cc0_gravel025","0.1422","0.072","0.0891","False","11.3","11.3"
"/maps/lost_wisdom.v0002/env/layers/sandwet_albedo_darker.dds","sandwet_albedo_darker","sand","sand","True","1","cc0_ground054","0.1171","0.1082","0.0946","False","15.5","15.5"
"/maps/bluelands.v0002/env/layers/sandlight002_blue_tint_albedo.dds","sandlight002_blue_tint","sand","sand","True","1","cc0_gravel023","0.0745","0.0988","0.148","False","20.8","20.8"
"/env/red barrens/layers/rb_sand_albedo.dds","rb_sand","sand","sand","True","24","cc0_gravel025","0.2376","0.1755","0.2278","False","22.3","22.3"
"/maps/adaptive_fangtooth_islands.v0004/env/layers/fang_sand_darker.dds","fang_sand_darker","sand","sand","True","1","cc0_ground054","0.145","0.1652","0.211","False","22.9","22.9"
"/env/evergreen/layers/sandwet_albedo.dds","sandwet","sand","sand","True","11","cc0_ground054","0.1675","0.1619","0.1581","False","23","23"
"/maps/forbidden_isles.v0004/env/layers/cracked_cement_sand2_red_blend.dds","cracked_cement_sand2_red_blend","sand","sand","True","1","cc0_ground080","0.1924","0.1343","0.1042","False","24.3","24.3"
"/env/desert/layers/des_sanddark02_albedo.dds","des_sanddark02","sand","sand","True","37","cc0_ground054","0.2472","0.2017","0.171","False","30.1","30.1"
"/maps/adaptive_fangtooth_islands.v0004/env/layers/fang_sand_dark.dds","fang_sand_dark","sand","sand","True","1","cc0_ground054","0.1909","0.2269","0.3038","False","31.2","31.2"
"/maps/adaptive_dust_survival.v0003/env/layers/sanddust3b.dds","sanddust3b","sand","sand","True","1","cc0_ground080","0.2115","0.2035","0.2261","False","33.3","33.3"
"/env/evergreen2/layers/ev_reef_sand_albedo.dds","ev_reef_sand","sand","sand","True","8","cc0_ground054","0.2415","0.2408","0.2066","False","33.5","33.5"
"/env/evergreen/layers/sandlight_albedo.dds","sandlight","sand","sand","True","8","cc0_gravel023","0.1795","0.1693","0.1412","False","36.4","36.4"
"/env/desert/layers/des_sandwet_albedo.dds","des_sandwet","sand","sand","True","9","cc0_ground054","0.2486","0.2617","0.2886","False","36.5","36.5"
"/env/paradise/layers/sand000_albedo.dds","sand000","sand","sand","True","16","cc0_ground054","0.2905","0.2554","0.2163","False","37.1","37.1"
"/env/paradise/layers/sandmed_albedo.dds","sandmed","sand","sand","True","10","cc0_ground054","0.2848","0.2696","0.2504","False","38.4","38.4"
"/env/tropical/layers/wetsand002_albedo.dds","wetsand002","sand","sand","True","1","cc0_ground054","0.2394","0.289","0.33","False","38.8","38.8"
"/env/tropical/layers/trop_sand_albedo.dds","trop_sand","sand","sand","True","15","cc0_ground054","0.2756","0.286","0.2842","False","39.7","39.7"
"/env/desert/layers/des_sandmed02_albedo.dds","des_sandmed02","sand","sand","True","35","cc0_ground054","0.3057","0.289","0.2668","False","41.2","41.2"
"/env/desert/layers/des_sanddark_albedo.dds","des_sanddark","sand","sand","True","19","cc0_ground054","0.3397","0.2834","0.2248","False","41.8","41.8"
"/maps/tiger_isle.v0006/env/layers/sandlight002_orange_tint_albedo.dds","sandlight002_orange_tint","sand","sand","True","1","cc0_ground080","0.3287","0.2462","0.138","False","42.5","42.5"
"/env/tropical/layers/wetsand002b_albedo.dds","wetsand002b","sand","sand","True","2","cc0_ground054","0.2725","0.3192","0.3732","False","43.4","43.4"
"/env/evergreen/layers/sandrock_albedo.dds","sandrock","sand","sand","True","1","cc0_ground054","0.3139","0.3187","0.34","False","44.9","44.9"
"/env/evergreen/layers/sandlight002_albedo.dds","sandlight002","sand","sand","True","5","cc0_gravel023","0.2244","0.2065","0.1786","False","44.9","44.9"
"/env/tropical/layers/drysand002_albedo.dds","drysand002","sand","sand","True","16","cc0_ground054","0.3288","0.3356","0.3511","False","47.1","47.1"
"/env/desert/layers/des_sandmed_albedo.dds","des_sandmed","sand","sand","True","19","cc0_ground054","0.3712","0.3434","0.2974","False","49","49"
"/env/desert/layers/des_sandmed01_albedo.dds","des_sandmed01","sand","sand","True","18","cc0_ground054","0.3712","0.3434","0.2974","False","49","49"
"/env/desert/layers/des_sandlight_albedo.dds","des_sandlight","sand","sand","True","4","cc0_ground054","0.3411","0.355","0.3702","False","49.5","49.5"
"/env/desert/layers/des_sandlight_normal.dds","des_sandlight_normal","sand","sand","True","1","cc0_gravel023","0.2153","0.2081","0.3899","False","49.5","49.5"
"/env/tundra/layers/tund_sandlight_normal.dds","tund_sandlight_normal","sand","sand","True","1","cc0_gravel023","0.2153","0.2081","0.3899","False","49.5","49.5"
"/env/tropical/layers/drysand001_albedo.dds","drysand001","sand","sand","True","17","cc0_ground080","0.3391","0.3436","0.4016","False","55.5","55.5"
"/env/tundra/layers/tund_sandlight2_albedo.dds","tund_sandlight2","sand","sand","True","11","cc0_ground054","0.3939","0.439","0.5336","False","60.8","60.8"
"/maps/autumn.v0001/env/layers/sand_albedo.dds","sand","sand","sand","True","1","cc0_ground054","0.5044","0.468","0.4337","False","67.1","67.1"
"/env/paradise/layers/sandlight002.dds","sandlight002","sand","sand","True","2","cc0_gravel040","0.7543","0.6975","0.6347","False","69.4","69.4"
"/env/tropical/layers/trop_sand.dds","trop_sand","sand","sand","True","2","cc0_gravel040","0.7543","0.6975","0.6347","False","69.4","69.4"
"/env/tropical/layers/trop_sand01_albedo.dds","trop_sand01","sand","sand","True","1","cc0_gravel040","0.7543","0.6975","0.6347","False","69.4","69.4"
"/env/paradise/layers/sand001_albedo.dds","sand001","sand","sand","True","1","cc0_gravel040","0.7543","0.6975","0.6347","False","69.4","69.4"
"/env/tundra/layers/tund_melt002_albedo.dds","tund_melt002","snow","snow","True","9","cc0_snow006","0.1028","0.0866","0.0702","False","18","18"
"/env/tundra/layers/tund_melt003_albedo.dds","tund_melt003","snow","snow","True","1","cc0_snow006","0.131","0.1165","0.0999","False","23.9","23.9"
"/maps/frozen_firefight.v0003/env/layers/texturescom_ice_cracked_1k_height.dds","texturescom_ice_cracked_1k_height","snow","snow","True","1","cc0_snow002","0.0915","0.1126","0.1184","False","25.6","25.6"
"/env/tundra/layers/tund_melt001_albedo.dds","tund_melt001","snow","snow","True","4","cc0_snow002","0.1246","0.123","0.1179","False","29.3","29.3"
"/env/evergreen2/layers/eg_snow_albedo.dds","eg_snow","snow","snow","True","1","cc0_snow010a","0.1594","0.1456","0.134","False","35","35"
"/env/tundra/layers/tund_ice004a_albedo.dds","tund_ice004a","snow","snow","True","11","cc0_snow002","0.1738","0.1628","0.1461","False","39.1","39.1"
"/env/tundra/layers/tund_ice004_albedo.dds","tund_ice004","snow","snow","True","5","cc0_snow002","0.1738","0.163","0.1461","False","39.1","39.1"
"/env/tundra/layers/tund_ice005_albedo.dds","tund_ice005","snow","snow","True","3","cc0_snow002","0.1844","0.1793","0.1711","False","42.9","42.9"
"/env/tundra/layers/tund_ice002_albedo.dds","tund_ice002","snow","snow","True","9","cc0_snow002","0.1727","0.1844","0.2072","False","43.8","43.8"
"/maps/frozen_firefight.v0003/env/layers/snow_field_aerial_col_1k.dds","snow_field_aerial_col_1k","snow","snow","True","1","cc0_snow002","0.2164","0.1958","0.1869","False","47.8","47.8"
"/env/tundra/layers/tund_snow02_normal.dds","tund_snow02_normal","snow","snow","True","1","cc0_snow002","0.2031","0.1872","0.2895","False","48.7","48.7"
"/env/evergreen2/layers/eg_snow_normal.dds","eg_snow_normal","snow","snow","True","1","cc0_snow010a","0.2112","0.1863","0.3191","False","49.5","49.5"
"/env/tundra/layers/tund_ice003b_albedo.dds","tund_ice003b","snow","snow","True","4","cc0_snow002","0.2224","0.2156","0.195","False","51.3","51.3"
"/env/tundra/layers/tund_ice003_albedo.dds","tund_ice003","snow","snow","True","3","cc0_snow002","0.2224","0.2156","0.195","False","51.3","51.3"
"/env/tundra/layers/tund_ice006_albedo.dds","tund_ice006","snow","snow","True","7","cc0_snow002","0.2161","0.2239","0.21","False","52.4","52.4"
"/env/tundra/layers/tund_ice001_albedo.dds","tund_ice001","snow","snow","True","16","cc0_snow002","0.2311","0.2328","0.2102","False","54.7","54.7"
"/env/tundra/layers/macroice_albedo.dds","macroice","snow","snow","True","18","cc0_snow002","0.2312","0.2331","0.2109","False","54.8","54.8"
"/env/tundra/layers/tund_icerock_albedo.dds","tund_icerock","snow","snow","True","4","cc0_snow002","0.2375","0.2337","0.21","False","55.3","55.3"
"/env/tundra/layers/tund_snow_albedo.dds","tund_snow","snow","snow","True","24","cc0_snow010a","0.2768","0.2556","0.229","False","61","61"
"/env/paradise/layers/ice001_albedo.dds","ice001","snow","snow","True","3","cc0_snow002","0.2581","0.2572","0.2597","False","61.5","61.5"
"/env/evergreen/layers/snow001_albedo.dds","snow001","snow","snow","True","11","cc0_snow002","0.342","0.3214","0.3012","False","77.5","77.5"
"/env/evergreen2/layers/eg_snow.dds","eg_snow","snow","snow","True","1","cc0_snow002","0.342","0.3216","0.3012","False","77.5","77.5"
"/env/paradise/layers/snow001_albedo.dds","snow001","snow","snow","True","2","cc0_snow002","0.3457","0.3246","0.3031","False","78.2","78.2"
"/maps/adaptive_dust_survival.v0003/env/layers/light.dds","light","snow","snow","True","1","cc0_snow010a","0.4231","0.3731","0.32","False","89.9","89.9"
